source_system,source_code,source_label,system,canonical_code,canonical_label,canonical_level,is_primary,match_method,confidence,notes
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3002,"Agriculture, land and farm management",group,True,constrained_lexical,0.163,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3304,Urban and regional planning,group,False,constrained_lexical,0.14,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,4407,Policy and administration,group,False,constrained_lexical,0.116,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,4410,Sociology,group,False,constrained_lexical,0.116,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,4609,Information systems,group,False,constrained_lexical,0.116,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3005,Fisheries sciences,group,False,constrained_lexical,0.093,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3104,Evolutionary biology,group,False,constrained_lexical,0.093,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3501,"Accounting, auditing and accountability",group,False,constrained_lexical,0.093,
OpenAlex,1100,General Agricultural and Biological Sciences,FOR,3502,"Banking, finance and investment",group,False,constrained_lexical,0.093,
OpenAlex,1102,Agronomy and Crop Science,FOR,4609,Information systems,group,False,constrained_lexical,0.125,
OpenAlex,1102,Agronomy and Crop Science,FOR,4014,Manufacturing engineering,group,False,constrained_lexical,0.125,
OpenAlex,1102,Agronomy and Crop Science,FOR,3008,Horticultural production,group,False,constrained_lexical,0.125,
OpenAlex,1102,Agronomy and Crop Science,FOR,3001,Agricultural biotechnology,group,False,constrained_lexical,0.125,
OpenAlex,1102,Agronomy and Crop Science,FOR,3002,"Agriculture, land and farm management",group,False,constrained_lexical,0.156,
OpenAlex,1102,Agronomy and Crop Science,FOR,3007,Forestry sciences,group,False,constrained_lexical,0.156,
OpenAlex,1102,Agronomy and Crop Science,FOR,3003,Animal production,group,False,constrained_lexical,0.156,
OpenAlex,1102,Agronomy and Crop Science,FOR,3004,Crop and pasture production,group,True,constrained_lexical,0.188,
OpenAlex,1102,Agronomy and Crop Science,FOR,3109,Zoology,group,False,constrained_lexical,0.156,
OpenAlex,1103,Animal Science and Zoology,FOR,3102,Bioinformatics and computational biology,group,False,constrained_lexical,0.0,
OpenAlex,1103,Animal Science and Zoology,FOR,3107,Microbiology,group,False,constrained_lexical,0.0,
OpenAlex,1103,Animal Science and Zoology,FOR,3106,Industrial biotechnology,group,False,constrained_lexical,0.0,
OpenAlex,1103,Animal Science and Zoology,FOR,3101,Biochemistry and cell biology,group,False,constrained_lexical,0.0,
OpenAlex,1103,Animal Science and Zoology,FOR,3105,Genetics,group,False,constrained_lexical,0.0,
OpenAlex,1103,Animal Science and Zoology,FOR,3104,Evolutionary biology,group,False,constrained_lexical,0.043,
OpenAlex,1103,Animal Science and Zoology,FOR,3108,Plant biology,group,False,constrained_lexical,0.043,
OpenAlex,1103,Animal Science and Zoology,FOR,3103,Ecology,group,False,constrained_lexical,0.043,
OpenAlex,1103,Animal Science and Zoology,FOR,3109,Zoology,group,True,exact_match,1.0,
OpenAlex,1104,Aquatic Science,FOR,3005,Fisheries sciences,group,True,manual_override,0.7,"Aquatic Science -- fisheries/aquatic concept, not animal production"
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3302,Building,group,False,constrained_lexical,0.075,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3004,Crop and pasture production,group,False,constrained_lexical,0.075,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3109,Zoology,group,False,constrained_lexical,0.09,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3003,Animal production,group,False,constrained_lexical,0.09,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3503,Business systems in context,group,False,constrained_lexical,0.075,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,4410,Sociology,group,False,constrained_lexical,0.104,
OpenAlex,1105,"Ecology, Evolution, Behavior and Systematics",FOR,3104,Evolutionary biology,group,False,constrained_lexical,0.194,
